Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","01/10/2024 15:50 UTC"
"Last updated:","13 June 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6CpU9t
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,"ALG,BAH,ARE,IRQ,ISR,JOR,KUW,LEB,LBY,MAU,MOR,OMN,QAT,SAU,GAZ,SYR,TUN,UAE,WSH,YEM"
"Country of asylum:","ALB,AND,ARM,AUS,AZE,BLR,BEL,BSN,BVT,BUL,HRV,CYP,CZE,DEN,EST,FRO,FIN,FRA,GEO,GFR,GIB,GRE,GRL,VAT,HUN,ICE,IRE,ITA,LVA,LIE,LTU,LUX,MTA,MCO,MNE,NET,MCD,NOR,POL,POR,MDA,ROM,RUS,SMA,SRB,SVK,SVN,SPA,SJM,SWE,SWI,TUR,UKR,GBR"
Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2023,Iraq,"Russian Federation",IRQ,RUS,12,0
2023,Iraq,Spain,IRQ,ESP,545,95
2023,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",IRQ,SRB,21,0
2023,Iraq,Slovakia,IRQ,SVK,217,5
2023,Iraq,Slovenia,IRQ,SVN,53,5
2023,Iraq,Sweden,IRQ,SWE,9063,1153
2023,Iraq,Switzerland,IRQ,CHE,4010,528
2023,Iraq,Türkiye,IRQ,TUR,12909,101028
2023,Iraq,Ukraine,IRQ,UKR,70,26
2023,Israel,Austria,ISR,AUT,0,11
2023,Israel,Belgium,ISR,BEL,6,0
2023,Israel,Czechia,ISR,CZE,5,5
2023,Israel,Denmark,ISR,DNK,5,5
2023,Israel,Estonia,ISR,EST,0,9
2023,Israel,Finland,ISR,FIN,5,11
2023,Israel,France,ISR,FRA,10,17
2023,Israel,"United Kingdom of Great Britain and Northern Ireland",ISR,GBR,121,60
2023,Israel,Germany,ISR,DEU,163,77
2023,Israel,Greece,ISR,GRC,5,0
2023,Israel,Hungary,ISR,HUN,16,0
2023,Israel,Ireland,ISR,IRL,18,15
2023,Israel,Italy,ISR,ITA,10,16
2023,Israel,Latvia,ISR,LVA,13,0
2023,Israel,"Rep. of Moldova",ISR,MDA,0,5
2023,Israel,"Netherlands (Kingdom of the)",ISR,NLD,0,11
2023,Israel,Norway,ISR,NOR,12,11
2023,Israel,Poland,ISR,POL,73,5
2023,Israel,Portugal,ISR,PRT,33,6
2023,Israel,Romania,ISR,ROU,51,5
2023,Israel,"Russian Federation",ISR,RUS,14,29
2023,Israel,Spain,ISR,ESP,77,10
2023,Israel,Slovakia,ISR,SVK,13,0
2023,Israel,Slovenia,ISR,SVN,0,11
2023,Israel,Sweden,ISR,SWE,20,17
2023,Israel,Switzerland,ISR,CHE,7,8
2023,Jordan,Armenia,JOR,ARM,0,5
2023,Jordan,Austria,JOR,AUT,89,92
2023,Jordan,Belgium,JOR,BEL,41,110
2023,Jordan,Bulgaria,JOR,BGR,5,0
2023,Jordan,Cyprus,JOR,CYP,66,62
2023,Jordan,Czechia,JOR,CZE,5,0
2023,Jordan,Denmark,JOR,DNK,6,7
2023,Jordan,Finland,JOR,FIN,11,5
2023,Jordan,France,JOR,FRA,75,7
2023,Jordan,"United Kingdom of Great Britain and Northern Ireland",JOR,GBR,165,138
2023,Jordan,Georgia,JOR,GEO,0,21
2023,Jordan,Germany,JOR,DEU,999,595
2023,Jordan,Greece,JOR,GRC,45,8
2023,Jordan,Croatia,JOR,HRV,0,5
2023,Jordan,Hungary,JOR,HUN,5,0
2023,Jordan,Iceland,JOR,ISL,0,17
2023,Jordan,Ireland,JOR,IRL,28,97
2023,Jordan,Italy,JOR,ITA,35,25
2023,Jordan,Malta,JOR,MLT,5,0
2023,Jordan,"Netherlands (Kingdom of the)",JOR,NLD,183,141
2023,Jordan,Norway,JOR,NOR,5,5
2023,Jordan,Poland,JOR,POL,13,5
2023,Jordan,Portugal,JOR,PRT,21,0
2023,Jordan,Romania,JOR,ROU,12,0
2023,Jordan,Spain,JOR,ESP,69,10
2023,Jordan,"Serbia and Kosovo: S/RES/1244 (1999)",JOR,SRB,8,0
2023,Jordan,Slovenia,JOR,SVN,0,5
2023,Jordan,Sweden,JOR,SWE,267,105
2023,Jordan,Switzerland,JOR,CHE,60,8
2023,Kuwait,Austria,KWT,AUT,9,0
2023,Kuwait,Belgium,KWT,BEL,5,0
2023,Kuwait,France,KWT,FRA,702,25
2023,Kuwait,"United Kingdom of Great Britain and Northern Ireland",KWT,GBR,1006,1133
2023,Kuwait,Germany,KWT,DEU,78,94
2023,Kuwait,Greece,KWT,GRC,186,7
2023,Kuwait,Ireland,KWT,IRL,37,42
2023,Kuwait,Luxembourg,KWT,LUX,6,10
2023,Kuwait,"Netherlands (Kingdom of the)",KWT,NLD,11,10
2023,Kuwait,Romania,KWT,ROU,5,0
2023,Kuwait,Spain,KWT,ESP,6,5
2023,Kuwait,Sweden,KWT,SWE,14,0
2023,Libya,Austria,LBY,AUT,154,44
2023,Libya,Azerbaijan,LBY,AZE,5,0
2023,Libya,Belgium,LBY,BEL,81,245
2023,Libya,Belarus,LBY,BLR,6,0
2023,Libya,Bulgaria,LBY,BGR,0,5
2023,Libya,Cyprus,LBY,CYP,12,0
2023,Libya,Czechia,LBY,CZE,23,0
2023,Libya,Finland,LBY,FIN,33,18
2023,Libya,France,LBY,FRA,2556,115
2023,Libya,"United Kingdom of Great Britain and Northern Ireland",LBY,GBR,5389,873
2023,Libya,Germany,LBY,DEU,3051,1367
2023,Libya,Greece,LBY,GRC,70,5
2023,Libya,Croatia,LBY,HRV,5,5
2023,Libya,Hungary,LBY,HUN,8,0
2023,Libya,Iceland,LBY,ISL,24,15
2023,Libya,Ireland,LBY,IRL,159,21
2023,Libya,Italy,LBY,ITA,1144,293
2023,Libya,Luxembourg,LBY,LUX,9,5
2023,Libya,"Rep. of Moldova",LBY,MDA,5,0
2023,Libya,Malta,LBY,MLT,2831,50
2023,Libya,"Netherlands (Kingdom of the)",LBY,NLD,239,260
2023,Libya,Norway,LBY,NOR,51,16
2023,Libya,Poland,LBY,POL,26,10
2023,Libya,Portugal,LBY,PRT,27,0
2023,Libya,Romania,LBY,ROU,5,0
2023,Libya,"Russian Federation",LBY,RUS,6,0
2023,Libya,Spain,LBY,ESP,187,55
2023,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",LBY,SRB,50,0
2023,Libya,Slovakia,LBY,SVK,12,6
2023,Libya,Sweden,LBY,SWE,198,33
2023,Libya,Switzerland,LBY,CHE,284,59
2023,Libya,Ukraine,LBY,UKR,10,0
2023,Lebanon,Armenia,LBN,ARM,26,5
2023,Lebanon,Austria,LBN,AUT,132,108
2023,Lebanon,Belgium,LBN,BEL,155,200
2023,Lebanon,Belarus,LBN,BLR,5,0
2023,Lebanon,Bulgaria,LBN,BGR,24,22
2023,Lebanon,Cyprus,LBN,CYP,65,81
2023,Lebanon,Czechia,LBN,CZE,7,0
2023,Lebanon,Denmark,LBN,DNK,29,12
2023,Lebanon,Finland,LBN,FIN,13,6
2023,Lebanon,France,LBN,FRA,469,95
2023,Lebanon,"United Kingdom of Great Britain and Northern Ireland",LBN,GBR,307,158
2023,Lebanon,Georgia,LBN,GEO,11,24
2023,Lebanon,Germany,LBN,DEU,2917,2603
2023,Lebanon,Greece,LBN,GRC,119,35
2023,Lebanon,Hungary,LBN,HUN,5,0
2023,Lebanon,Ireland,LBN,IRL,18,18
2023,Lebanon,Italy,LBN,ITA,147,130
2023,Lebanon,Luxembourg,LBN,LUX,8,11
2023,Lebanon,Latvia,LBN,LVA,5,0
2023,Lebanon,"Rep. of Moldova",LBN,MDA,0,5
2023,Lebanon,"Netherlands (Kingdom of the)",LBN,NLD,219,105
2023,Lebanon,Norway,LBN,NOR,17,12
2023,Lebanon,Poland,LBN,POL,22,5
2023,Lebanon,Portugal,LBN,PRT,13,0
2023,Lebanon,Romania,LBN,ROU,25,0
2023,Lebanon,"Russian Federation",LBN,RUS,5,0
2023,Lebanon,Spain,LBN,ESP,58,30
2023,Lebanon,Slovakia,LBN,SVK,0,5
2023,Lebanon,Sweden,LBN,SWE,387,159
2023,Lebanon,Switzerland,LBN,CHE,53,38
2023,Lebanon,Ukraine,LBN,UKR,11,0
2023,Mauritania,Belgium,MRT,BEL,248,260
2023,Mauritania,Finland,MRT,FIN,0,7
2023,Mauritania,France,MRT,FRA,8721,870
2023,Mauritania,"United Kingdom of Great Britain and Northern Ireland",MRT,GBR,10,16
2023,Mauritania,Germany,MRT,DEU,75,76
2023,Mauritania,Greece,MRT,GRC,61,6
2023,Mauritania,Croatia,MRT,HRV,5,0
2023,Mauritania,Ireland,MRT,IRL,0,5
2023,Mauritania,Italy,MRT,ITA,278,15
2023,Mauritania,Luxembourg,MRT,LUX,0,10
2023,Mauritania,"Netherlands (Kingdom of the)",MRT,NLD,15,5
2023,Mauritania,Spain,MRT,ESP,54,105
2023,Mauritania,Sweden,MRT,SWE,8,0
2023,Mauritania,Switzerland,MRT,CHE,5,6
2023,Morocco,Armenia,MAR,ARM,0,5
2023,Morocco,Austria,MAR,AUT,64,1086
2023,Morocco,Belgium,MAR,BEL,207,450
2023,Morocco,Bulgaria,MAR,BGR,8,192
2023,Morocco,Cyprus,MAR,CYP,0,14
2023,Morocco,Czechia,MAR,CZE,5,0
2023,Morocco,Denmark,MAR,DNK,9,24
2023,Morocco,Finland,MAR,FIN,56,59
2023,Morocco,France,MAR,FRA,1776,608
2023,Morocco,"United Kingdom of Great Britain and Northern Ireland",MAR,GBR,304,469
2023,Morocco,Germany,MAR,DEU,2244,1474
2023,Morocco,Greece,MAR,GRC,247,75
2023,Morocco,Croatia,MAR,HRV,34,46
2023,Morocco,Hungary,MAR,HUN,5,0
2023,Morocco,Iceland,MAR,ISL,8,10
2023,Morocco,Ireland,MAR,IRL,44,330
2023,Morocco,Italy,MAR,ITA,702,4281
2023,Morocco,Luxembourg,MAR,LUX,8,50
2023,Morocco,"North Macedonia",MAR,MKD,0,8
2023,Morocco,"Rep. of Moldova",MAR,MDA,0,13
2023,Morocco,Malta,MAR,MLT,30,5
2023,Morocco,"Netherlands (Kingdom of the)",MAR,NLD,156,379
2023,Morocco,Norway,MAR,NOR,14,16
2023,Morocco,Poland,MAR,POL,11,25
2023,Morocco,Portugal,MAR,PRT,975,27
2023,Morocco,Romania,MAR,ROU,10,16
2023,Morocco,Spain,MAR,ESP,1241,4225
2023,Morocco,Slovakia,MAR,SVK,0,13
2023,Morocco,Slovenia,MAR,SVN,5,820
2023,Morocco,Sweden,MAR,SWE,213,94
2023,Morocco,Switzerland,MAR,CHE,93,199
2023,Morocco,Ukraine,MAR,UKR,0,8
2023,Oman,"United Kingdom of Great Britain and Northern Ireland",OMN,GBR,42,37
2023,Oman,Germany,OMN,DEU,15,0
2023,Oman,"Netherlands (Kingdom of the)",OMN,NLD,5,5
2023,Qatar,"United Kingdom of Great Britain and Northern Ireland",QAT,GBR,30,8
2023,Qatar,Germany,QAT,DEU,5,0
2023,Qatar,Spain,QAT,ESP,0,5
2023,"Saudi Arabia",Austria,SAU,AUT,11,0
2023,"Saudi Arabia",Belgium,SAU,BEL,6,5
2023,"Saudi Arabia",Czechia,SAU,CZE,5,0
2023,"Saudi Arabia",Finland,SAU,FIN,0,5
2023,"Saudi Arabia",France,SAU,FRA,56,0
2023,"Saudi Arabia","United Kingdom of Great Britain and Northern Ireland",SAU,GBR,492,310
2023,"Saudi Arabia",Germany,SAU,DEU,222,29
2023,"Saudi Arabia",Greece,SAU,GRC,8,0
2023,"Saudi Arabia",Iceland,SAU,ISL,0,5
2023,"Saudi Arabia",Ireland,SAU,IRL,26,12
2023,"Saudi Arabia",Italy,SAU,ITA,6,0
2023,"Saudi Arabia",Malta,SAU,MLT,5,0
2023,"Saudi Arabia","Netherlands (Kingdom of the)",SAU,NLD,71,37
2023,"Saudi Arabia",Norway,SAU,NOR,9,5
2023,"Saudi Arabia",Spain,SAU,ESP,5,0
2023,"Saudi Arabia",Sweden,SAU,SWE,54,0
2023,"Saudi Arabia",Switzerland,SAU,CHE,16,0
2023,"Syrian Arab Rep.",Albania,SYR,ALB,21,8
2023,"Syrian Arab Rep.",Armenia,SYR,ARM,4906,13
2023,"Syrian Arab Rep.",Austria,SYR,AUT,87167,17740
2023,"Syrian Arab Rep.",Azerbaijan,SYR,AZE,34,0
2023,"Syrian Arab Rep.",Belgium,SYR,BEL,18909,3400
2023,"Syrian Arab Rep.",Belarus,SYR,BLR,27,6
2023,"Syrian Arab Rep.","Bosnia and Herzegovina",SYR,BIH,27,0
2023,"Syrian Arab Rep.",Bulgaria,SYR,BGR,27366,6774
2023,"Syrian Arab Rep.",Cyprus,SYR,CYP,13062,12823
2023,"Syrian Arab Rep.",Czechia,SYR,CZE,318,31
2023,"Syrian Arab Rep.",Denmark,SYR,DNK,18039,400
2023,"Syrian Arab Rep.",Estonia,SYR,EST,87,0
2023,"Syrian Arab Rep.",Finland,SYR,FIN,2702,688
2023,"Syrian Arab Rep.",France,SYR,FRA,43589,1001
2023,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",SYR,GBR,17677,4456
2023,"Syrian Arab Rep.",Georgia,SYR,GEO,465,22
2023,"Syrian Arab Rep.",Germany,SYR,DEU,705812,72642
2023,"Syrian Arab Rep.",Greece,SYR,GRC,45878,9122
2023,"Syrian Arab Rep.",Croatia,SYR,HRV,551,120
2023,"Syrian Arab Rep.",Hungary,SYR,HUN,805,0
2023,"Syrian Arab Rep.",Iceland,SYR,ISL,287,40
2023,"Syrian Arab Rep.",Ireland,SYR,IRL,2097,200
2023,"Syrian Arab Rep.",Italy,SYR,ITA,3603,375
2023,"Syrian Arab Rep.",Lithuania,SYR,LTU,496,13
2023,"Syrian Arab Rep.",Luxembourg,SYR,LUX,3367,1189
2023,"Syrian Arab Rep.",Latvia,SYR,LVA,299,49
2023,"Syrian Arab Rep.","North Macedonia",SYR,MKD,0,6
2023,"Syrian Arab Rep.",Monaco,SYR,MCO,5,0
2023,"Syrian Arab Rep.","Rep. of Moldova",SYR,MDA,200,32
2023,"Syrian Arab Rep.",Malta,SYR,MLT,2191,203
2023,"Syrian Arab Rep.","Netherlands (Kingdom of the)",SYR,NLD,58378,15732
2023,"Syrian Arab Rep.",Norway,SYR,NOR,15978,1269
2023,"Syrian Arab Rep.",Poland,SYR,POL,298,65
2023,"Syrian Arab Rep.",Portugal,SYR,PRT,951,17
2023,"Syrian Arab Rep.",Romania,SYR,ROU,2379,365
2023,"Syrian Arab Rep.","Russian Federation",SYR,RUS,136,66
2023,"Syrian Arab Rep.",Spain,SYR,ESP,17258,635
2023,"Syrian Arab Rep.","Serbia and Kosovo: S/RES/1244 (1999)",SYR,SRB,48,18
2023,"Syrian Arab Rep.",Slovakia,SYR,SVK,60,5
2023,"Syrian Arab Rep.",Slovenia,SYR,SVN,368,9
2023,"Syrian Arab Rep.",Sweden,SYR,SWE,94873,856
2023,"Syrian Arab Rep.",Switzerland,SYR,CHE,20444,593
2023,"Syrian Arab Rep.",Türkiye,SYR,TUR,3214780,0
2023,"Syrian Arab Rep.",Ukraine,SYR,UKR,512,9
2023,Tunisia,Austria,TUN,AUT,36,202
2023,Tunisia,Belgium,TUN,BEL,75,165
2023,Tunisia,Bulgaria,TUN,BGR,5,17
2023,Tunisia,Czechia,TUN,CZE,0,7
2023,Tunisia,Denmark,TUN,DNK,8,13
2023,Tunisia,Finland,TUN,FIN,8,7
2023,Tunisia,France,TUN,FRA,668,265
2023,Tunisia,"United Kingdom of Great Britain and Northern Ireland",TUN,GBR,99,362
2023,Tunisia,Germany,TUN,DEU,598,2193
2023,Tunisia,Greece,TUN,GRC,31,15
2023,Tunisia,Croatia,TUN,HRV,0,5
2023,Tunisia,Hungary,TUN,HUN,7,0
2023,Tunisia,Iceland,TUN,ISL,5,5
2023,Tunisia,Ireland,TUN,IRL,7,100
2023,Tunisia,Italy,TUN,ITA,474,3599
2023,Tunisia,Luxembourg,TUN,LUX,11,45
2023,Tunisia,Malta,TUN,MLT,13,0
2023,Tunisia,"Netherlands (Kingdom of the)",TUN,NLD,51,243
2023,Tunisia,Poland,TUN,POL,13,5
2023,Tunisia,Portugal,TUN,PRT,51,8
2023,Tunisia,Romania,TUN,ROU,7,0
2023,Tunisia,Spain,TUN,ESP,107,75
2023,Tunisia,Slovakia,TUN,SVK,5,0
2023,Tunisia,Slovenia,TUN,SVN,0,8
2023,Tunisia,Sweden,TUN,SWE,42,42
2023,Tunisia,Switzerland,TUN,CHE,171,163
2023,"United Arab Emirates",Belgium,ARE,BEL,7,5
2023,"United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",ARE,GBR,40,8
2023,"United Arab Emirates",Germany,ARE,DEU,31,5
2023,"United Arab Emirates","Netherlands (Kingdom of the)",ARE,NLD,5,5
2023,"United Arab Emirates",Norway,ARE,NOR,5,0
2023,"United Arab Emirates",Sweden,ARE,SWE,5,0
2023,"Western Sahara",France,ESH,FRA,859,198
2023,"Western Sahara","United Kingdom of Great Britain and Northern Ireland",ESH,GBR,7,11
2023,"Western Sahara",Greece,ESH,GRC,10,0
2023,"Western Sahara",Ireland,ESH,IRL,0,5
2023,"Western Sahara",Switzerland,ESH,CHE,5,0
2023,Yemen,Armenia,YEM,ARM,27,0
2023,Yemen,Austria,YEM,AUT,654,144
2023,Yemen,Azerbaijan,YEM,AZE,11,0
2023,Yemen,Belgium,YEM,BEL,176,298
2023,Yemen,Belarus,YEM,BLR,22,0
2023,Yemen,Bulgaria,YEM,BGR,46,5
2023,Yemen,Cyprus,YEM,CYP,83,25
2023,Yemen,Czechia,YEM,CZE,19,5
2023,Yemen,Denmark,YEM,DNK,6,5
2023,Yemen,Estonia,YEM,EST,9,0
2023,Yemen,Finland,YEM,FIN,366,154
2023,Yemen,France,YEM,FRA,1245,88
2023,Yemen,"United Kingdom of Great Britain and Northern Ireland",YEM,GBR,2510,572
2023,Yemen,Georgia,YEM,GEO,68,19
2023,Yemen,Germany,YEM,DEU,4794,2077
2023,Yemen,Greece,YEM,GRC,2300,91
2023,Yemen,Croatia,YEM,HRV,7,0
2023,Yemen,Hungary,YEM,HUN,17,0
2023,Yemen,Iceland,YEM,ISL,26,5
2023,Yemen,Ireland,YEM,IRL,53,52
2023,Yemen,Italy,YEM,ITA,150,27
2023,Yemen,Lithuania,YEM,LTU,7,0
2023,Yemen,Luxembourg,YEM,LUX,37,15
2023,Yemen,Latvia,YEM,LVA,5,5
2023,Yemen,"Rep. of Moldova",YEM,MDA,5,0
2023,Yemen,Montenegro,YEM,MNE,7,0
2023,Yemen,Malta,YEM,MLT,5,0
2023,Yemen,"Netherlands (Kingdom of the)",YEM,NLD,7347,2064
2023,Yemen,Norway,YEM,NOR,224,43
2023,Yemen,Poland,YEM,POL,43,10
2023,Yemen,Portugal,YEM,PRT,13,0
2023,Yemen,Romania,YEM,ROU,75,5
2023,Yemen,"Russian Federation",YEM,RUS,58,0
2023,Yemen,Spain,YEM,ESP,560,185
2023,Yemen,Slovakia,YEM,SVK,25,0
2023,Yemen,Slovenia,YEM,SVN,6,0
2023,Yemen,Sweden,YEM,SWE,1593,45
2023,Yemen,Switzerland,YEM,CHE,354,10
2023,Yemen,Ukraine,YEM,UKR,6,0
